District,Year,Disease,Occurrences
District_185,2018,Dengue,0
District_185,2018,Yellow fever,1
District_185,2018,Malaria,0
District_185,2019,Chikungunya,1
District_185,2019,Dengue,1
District_185,2019,Yellow fever,0
District_185,2019,Malaria,1
District_185,2020,Chikungunya,1
District_185,2020,Dengue,0
District_185,2020,Yellow fever,0
District_185,2020,Malaria,1
District_185,2021,Chikungunya,0
District_185,2021,Dengue,1
District_185,2021,Yellow fever,1
District_185,2021,Malaria,0
District_185,2022,Chikungunya,1
District_185,2022,Dengue,0
District_185,2022,Yellow fever,0
District_185,2022,Malaria,1
District_185,2023,Chikungunya,0
District_185,2023,Dengue,1
District_185,2023,Yellow fever,0
District_185,2023,Malaria,0
District_186,2018,Chikungunya,0
District_186,2018,Dengue,0
District_186,2018,Yellow fever,1
District_186,2018,Malaria,1
District_186,2019,Chikungunya,1
District_186,2019,Dengue,1
District_186,2019,Yellow fever,0
District_186,2019,Malaria,0
District_186,2020,Chikungunya,0
District_186,2020,Dengue,0
District_186,2020,Yellow fever,0
District_186,2020,Malaria,0
District_186,2021,Chikungunya,1
District_186,2021,Dengue,1
District_186,2021,Yellow fever,0
District_186,2021,Malaria,0
District_186,2022,Chikungunya,1
District_186,2022,Dengue,1
District_186,2022,Yellow fever,0
District_186,2022,Malaria,0
District_186,2023,Chikungunya,0
District_186,2023,Dengue,1
District_186,2023,Yellow fever,1
District_186,2023,Malaria,1
District_187,2018,Chikungunya,1
District_187,2018,Dengue,1
District_187,2018,Yellow fever,0
District_187,2018,Malaria,0
District_187,2019,Chikungunya,0
District_187,2019,Dengue,1
District_187,2019,Yellow fever,0
District_187,2019,Malaria,1
District_187,2020,Chikungunya,1
District_187,2020,Dengue,1
District_187,2020,Yellow fever,1
District_187,2020,Malaria,0
District_187,2021,Chikungunya,0
District_187,2021,Dengue,1
District_187,2021,Yellow fever,0
District_187,2021,Malaria,0
District_187,2022,Chikungunya,1
District_187,2022,Dengue,0
District_187,2022,Yellow fever,0
District_187,2022,Malaria,1
District_187,2023,Chikungunya,1
District_187,2023,Dengue,0
District_187,2023,Yellow fever,0
District_187,2023,Malaria,0
District_188,2018,Chikungunya,1
District_188,2018,Dengue,1
District_188,2018,Yellow fever,0
District_188,2018,Malaria,1
District_188,2019,Chikungunya,0
District_188,2019,Dengue,0
District_188,2019,Yellow fever,0
District_188,2019,Malaria,1
District_188,2020,Chikungunya,0
District_188,2020,Dengue,0
District_188,2020,Yellow fever,1
District_188,2020,Malaria,1
District_188,2021,Chikungunya,1
District_188,2021,Dengue,0
District_188,2021,Yellow fever,0
District_188,2021,Malaria,1
District_188,2022,Chikungunya,0
District_188,2022,Dengue,0
District_188,2022,Yellow fever,0
District_188,2022,Malaria,1
District_188,2023,Chikungunya,1
District_188,2023,Dengue,1
District_188,2023,Yellow fever,0
District_188,2023,Malaria,1
District_189,2018,Chikungunya,1
District_189,2018,Dengue,1
District_189,2018,Yellow fever,1
District_189,2018,Malaria,1
District_189,2019,Chikungunya,1
District_189,2019,Dengue,1
District_189,2019,Yellow fever,1
District_189,2019,Malaria,1
District_189,2020,Chikungunya,0
District_189,2020,Dengue,1
District_189,2020,Yellow fever,0
District_189,2020,Malaria,0
District_189,2021,Chikungunya,1
District_189,2021,Dengue,1
District_189,2021,Yellow fever,0
District_189,2021,Malaria,0
District_189,2022,Chikungunya,1
District_189,2022,Dengue,1
District_189,2022,Yellow fever,1
District_189,2022,Malaria,1
District_189,2023,Chikungunya,0
District_189,2023,Dengue,0
District_189,2023,Yellow fever,0
District_189,2023,Malaria,1
District_190,2018,Chikungunya,0
District_190,2018,Dengue,1
District_190,2018,Yellow fever,0
District_190,2018,Malaria,1
District_190,2019,Chikungunya,0
District_190,2019,Dengue,1
District_190,2019,Yellow fever,1
District_190,2019,Malaria,1
District_190,2020,Chikungunya,1
District_190,2020,Dengue,1
District_190,2020,Yellow fever,0
District_190,2020,Malaria,0
District_190,2021,Chikungunya,1
District_190,2021,Dengue,0
District_190,2021,Yellow fever,1
District_190,2021,Malaria,1
District_190,2022,Chikungunya,1
District_190,2022,Dengue,0
District_190,2022,Yellow fever,0
District_190,2022,Malaria,1
District_190,2023,Chikungunya,0
District_190,2023,Dengue,1
District_190,2023,Yellow fever,1
District_190,2023,Malaria,1
District_191,2018,Chikungunya,0
District_191,2018,Dengue,1
District_191,2018,Yellow fever,0
District_191,2018,Malaria,0
District_191,2019,Chikungunya,0
District_191,2019,Dengue,1
District_191,2019,Yellow fever,0
District_191,2019,Malaria,1
District_191,2020,Chikungunya,1
District_191,2020,Dengue,1
District_191,2020,Yellow fever,1
District_191,2020,Malaria,1
District_191,2021,Chikungunya,0
District_191,2021,Dengue,1
District_191,2021,Yellow fever,0
District_191,2021,Malaria,1
District_191,2022,Chikungunya,1
District_191,2022,Dengue,0
District_191,2022,Yellow fever,0
District_191,2022,Malaria,0
District_191,2023,Chikungunya,1
District_191,2023,Dengue,1
District_191,2023,Yellow fever,0
District_191,2023,Malaria,0
District_192,2018,Chikungunya,1
District_192,2018,Dengue,1
District_192,2018,Yellow fever,0
District_192,2018,Malaria,1
District_192,2019,Chikungunya,0
District_192,2019,Dengue,1
District_192,2019,Yellow fever,1
District_192,2019,Malaria,1
District_192,2020,Chikungunya,1
District_192,2020,Dengue,0
District_192,2020,Yellow fever,1
District_192,2020,Malaria,0
District_192,2021,Chikungunya,1
District_192,2021,Dengue,1
District_192,2021,Yellow fever,1
District_192,2021,Malaria,1
District_192,2022,Chikungunya,1
District_192,2022,Dengue,1
District_192,2022,Yellow fever,0
District_192,2022,Malaria,1
District_192,2023,Chikungunya,1
District_192,2023,Dengue,0
District_192,2023,Yellow fever,0
District_192,2023,Malaria,0
District_193,2018,Chikungunya,1
District_193,2018,Dengue,0
District_193,2018,Yellow fever,1
District_193,2018,Malaria,1
District_193,2019,Chikungunya,0
District_193,2019,Dengue,0
District_193,2019,Yellow fever,1
District_193,2019,Malaria,0
District_193,2020,Chikungunya,1
District_193,2020,Dengue,1
District_193,2020,Yellow fever,0
District_193,2020,Malaria,0
District_193,2021,Chikungunya,1
District_193,2021,Dengue,0
District_193,2021,Yellow fever,0
District_193,2021,Malaria,0
District_193,2022,Chikungunya,0
District_193,2022,Dengue,1
District_193,2022,Yellow fever,1
District_193,2022,Malaria,1
District_193,2023,Chikungunya,0
District_193,2023,Dengue,0
District_193,2023,Yellow fever,1
District_193,2023,Malaria,1
District_194,2018,Chikungunya,1
District_194,2018,Dengue,0
District_194,2018,Yellow fever,1
District_194,2018,Malaria,0
District_194,2019,Chikungunya,0
District_194,2019,Dengue,1
District_194,2019,Yellow fever,1
District_194,2019,Malaria,1
District_194,2020,Chikungunya,0
District_194,2020,Dengue,1
District_194,2020,Yellow fever,1
District_194,2020,Malaria,0
District_194,2021,Chikungunya,0
District_194,2021,Dengue,0
District_194,2021,Yellow fever,1
District_194,2021,Malaria,0
District_194,2022,Chikungunya,0
District_194,2022,Dengue,1
District_194,2022,Yellow fever,1
District_194,2022,Malaria,1
District_194,2023,Chikungunya,0
District_194,2023,Dengue,0
District_194,2023,Yellow fever,0
District_194,2023,Malaria,1
District_195,2018,Chikungunya,1
District_195,2018,Dengue,0
District_195,2018,Yellow fever,0
District_195,2018,Malaria,1
District_195,2019,Chikungunya,1
District_195,2019,Dengue,1
District_195,2019,Yellow fever,0
District_195,2019,Malaria,0
District_195,2020,Chikungunya,0
District_195,2020,Dengue,0
District_195,2020,Yellow fever,1
District_195,2020,Malaria,1
District_195,2021,Chikungunya,0
District_195,2021,Dengue,1
District_195,2021,Yellow fever,1
District_195,2021,Malaria,0
District_195,2022,Chikungunya,1
District_195,2022,Dengue,0
District_195,2022,Yellow fever,0
District_195,2022,Malaria,1
District_195,2023,Chikungunya,0
District_195,2023,Dengue,1
District_195,2023,Yellow fever,0
District_195,2023,Malaria,0
District_196,2018,Chikungunya,1
District_196,2018,Dengue,0
District_196,2018,Yellow fever,1
District_196,2018,Malaria,0
District_196,2019,Chikungunya,1
District_196,2019,Dengue,1
District_196,2019,Yellow fever,1
District_196,2019,Malaria,0
District_196,2020,Chikungunya,0
District_196,2020,Dengue,1
District_196,2020,Yellow fever,1
District_196,2020,Malaria,0
District_196,2021,Chikungunya,1
District_196,2021,Dengue,0
District_196,2021,Yellow fever,0
District_196,2021,Malaria,0
District_196,2022,Chikungunya,0
District_196,2022,Dengue,0
District_196,2022,Yellow fever,1
District_196,2022,Malaria,1
District_196,2023,Chikungunya,1
District_196,2023,Dengue,0
District_196,2023,Yellow fever,0
District_196,2023,Malaria,1
District_197,2018,Chikungunya,0
District_197,2018,Dengue,1
District_197,2018,Yellow fever,0
District_197,2018,Malaria,1
District_197,2019,Chikungunya,0
District_197,2019,Dengue,0
District_197,2019,Yellow fever,0
District_197,2019,Malaria,0
District_197,2020,Chikungunya,1
District_197,2020,Dengue,0
District_197,2020,Yellow fever,1
District_197,2020,Malaria,1
District_197,2021,Chikungunya,1
District_197,2021,Dengue,1
District_197,2021,Yellow fever,0
District_197,2021,Malaria,1
District_197,2022,Chikungunya,1
District_197,2022,Dengue,1
District_197,2022,Yellow fever,1
District_197,2022,Malaria,0
District_197,2023,Chikungunya,1
District_197,2023,Dengue,1
District_197,2023,Yellow fever,1
District_197,2023,Malaria,1
District_198,2018,Chikungunya,1
District_198,2018,Dengue,1
District_198,2018,Yellow fever,1
District_198,2018,Malaria,1
District_198,2019,Chikungunya,0
District_198,2019,Dengue,1
District_198,2019,Yellow fever,1
District_198,2019,Malaria,0
District_198,2020,Chikungunya,1
District_198,2020,Dengue,0
District_198,2020,Yellow fever,1
District_198,2020,Malaria,1
District_198,2021,Chikungunya,0
District_198,2021,Dengue,1
District_198,2021,Yellow fever,0
District_198,2021,Malaria,1
District_198,2022,Chikungunya,0
District_198,2022,Dengue,1
District_198,2022,Yellow fever,0
District_198,2022,Malaria,1
District_198,2023,Chikungunya,1
District_198,2023,Dengue,1
District_198,2023,Yellow fever,0
District_198,2023,Malaria,1
District_199,2018,Chikungunya,1
District_199,2018,Dengue,0
District_199,2018,Yellow fever,0
District_199,2018,Malaria,0
District_199,2019,Chikungunya,0
District_199,2019,Dengue,1
District_199,2019,Yellow fever,1
District_199,2019,Malaria,1
District_199,2020,Chikungunya,0
District_199,2020,Dengue,1
District_199,2020,Yellow fever,1
District_199,2020,Malaria,0
District_199,2021,Chikungunya,1
District_199,2021,Dengue,0
District_199,2021,Yellow fever,1
District_199,2021,Malaria,1
District_199,2022,Chikungunya,1
District_199,2022,Dengue,1
District_199,2022,Yellow fever,1
District_199,2022,Malaria,0
District_199,2023,Chikungunya,1
District_199,2023,Dengue,0
District_199,2023,Yellow fever,0
District_199,2023,Malaria,0
District_200,2018,Chikungunya,0
District_200,2018,Dengue,0
District_200,2018,Yellow fever,1
District_200,2018,Malaria,1
District_200,2019,Chikungunya,1
District_200,2019,Dengue,0
District_200,2019,Yellow fever,0
District_200,2019,Malaria,0
District_200,2020,Chikungunya,1
District_200,2020,Dengue,0
District_200,2020,Yellow fever,1
District_200,2020,Malaria,1
District_200,2021,Chikungunya,0
District_200,2021,Dengue,1
District_200,2021,Yellow fever,1
District_200,2021,Malaria,0
District_200,2022,Chikungunya,1
District_200,2022,Dengue,1
District_200,2022,Yellow fever,1
District_200,2022,Malaria,1
District_200,2023,Chikungunya,0
District_200,2023,Dengue,0
District_200,2023,Yellow fever,0
District_200,2023,Malaria,1
District_201,2018,Chikungunya,0
District_201,2018,Dengue,1
District_201,2018,Yellow fever,0
District_201,2018,Malaria,1
District_201,2019,Chikungunya,1
District_201,2019,Dengue,1
District_201,2019,Yellow fever,0
District_201,2019,Malaria,1
District_201,2020,Chikungunya,0
District_201,2020,Dengue,1
District_201,2020,Yellow fever,1
District_201,2020,Malaria,0
District_201,2021,Chikungunya,1
District_201,2021,Dengue,1
District_201,2021,Yellow fever,0
District_201,2021,Malaria,1
District_201,2022,Chikungunya,0
District_201,2022,Dengue,0
District_201,2022,Yellow fever,0
District_201,2022,Malaria,1
District_201,2023,Chikungunya,0
District_201,2023,Dengue,1
District_201,2023,Yellow fever,1
District_201,2023,Malaria,1
District_202,2018,Chikungunya,1
District_202,2018,Dengue,0
District_202,2018,Yellow fever,1
District_202,2018,Malaria,1
District_202,2019,Chikungunya,0
District_202,2019,Dengue,1
District_202,2019,Yellow fever,0
District_202,2019,Malaria,1
District_202,2020,Chikungunya,0
District_202,2020,Dengue,1
District_202,2020,Yellow fever,1
District_202,2020,Malaria,1
District_202,2021,Chikungunya,0
District_202,2021,Dengue,1
District_202,2021,Yellow fever,0
District_202,2021,Malaria,1
District_202,2022,Chikungunya,0
District_202,2022,Dengue,1
District_202,2022,Yellow fever,1
District_202,2022,Malaria,0
District_202,2023,Chikungunya,1
District_202,2023,Dengue,0
District_202,2023,Yellow fever,1
District_202,2023,Malaria,1
District_203,2018,Chikungunya,0
District_203,2018,Dengue,1
District_203,2018,Yellow fever,0
District_203,2018,Malaria,0
District_203,2019,Chikungunya,0
District_203,2019,Dengue,0
District_203,2019,Yellow fever,1
District_203,2019,Malaria,0
District_203,2020,Chikungunya,0
District_203,2020,Dengue,0
District_203,2020,Yellow fever,0
District_203,2020,Malaria,1
District_203,2021,Chikungunya,1
District_203,2021,Dengue,0
District_203,2021,Yellow fever,0
District_203,2021,Malaria,1
District_203,2022,Chikungunya,1
District_203,2022,Dengue,0
District_203,2022,Yellow fever,1
District_203,2022,Malaria,0
District_203,2023,Chikungunya,0
District_203,2023,Dengue,0
District_203,2023,Yellow fever,0
District_203,2023,Malaria,1
District_204,2018,Chikungunya,1
District_204,2018,Dengue,1
District_204,2018,Yellow fever,1
District_204,2018,Malaria,0
District_204,2019,Chikungunya,0
District_204,2019,Dengue,1
District_204,2019,Yellow fever,1
District_204,2019,Malaria,1
District_204,2020,Chikungunya,1
District_204,2020,Dengue,0
District_204,2020,Yellow fever,1
District_204,2020,Malaria,0
District_204,2021,Chikungunya,0
District_204,2021,Dengue,1
District_204,2021,Yellow fever,1
District_204,2021,Malaria,1
District_204,2022,Chikungunya,0
District_204,2022,Dengue,1
District_204,2022,Yellow fever,1
District_204,2022,Malaria,0
District_204,2023,Chikungunya,0
District_204,2023,Dengue,1
District_204,2023,Yellow fever,0
District_204,2023,Malaria,0
District_205,2018,Chikungunya,0
District_205,2018,Dengue,1
District_205,2018,Yellow fever,1
District_205,2018,Malaria,1
District_205,2019,Chikungunya,1
District_205,2019,Dengue,0
District_205,2019,Yellow fever,0
District_205,2019,Malaria,0
District_205,2020,Chikungunya,1
District_205,2020,Dengue,0
District_205,2020,Yellow fever,1
District_205,2020,Malaria,1
District_205,2021,Chikungunya,0
District_205,2021,Dengue,1
District_205,2021,Yellow fever,1
District_205,2021,Malaria,0
District_205,2022,Chikungunya,1
District_205,2022,Dengue,1
District_205,2022,Yellow fever,0
District_205,2022,Malaria,0
District_205,2023,Chikungunya,1
District_205,2023,Dengue,0
District_205,2023,Yellow fever,0
District_205,2023,Malaria,1
District_206,2018,Chikungunya,0
District_206,2018,Dengue,0
District_206,2018,Yellow fever,1
District_206,2018,Malaria,1
District_206,2019,Chikungunya,0
District_206,2019,Dengue,1
District_206,2019,Yellow fever,0
District_206,2019,Malaria,0
District_206,2020,Chikungunya,1
District_206,2020,Dengue,1
District_206,2020,Yellow fever,0
District_206,2020,Malaria,0
District_206,2021,Chikungunya,0
District_206,2021,Dengue,0
District_206,2021,Yellow fever,1
District_206,2021,Malaria,0
District_206,2022,Chikungunya,0
District_206,2022,Dengue,0
District_206,2022,Yellow fever,1
District_206,2022,Malaria,1
District_206,2023,Chikungunya,0
District_206,2023,Dengue,1
District_206,2023,Yellow fever,1
District_206,2023,Malaria,0
District_207,2018,Chikungunya,1
District_207,2018,Dengue,0
District_207,2018,Yellow fever,1
District_207,2018,Malaria,0
District_207,2019,Chikungunya,0
District_207,2019,Dengue,1
District_207,2019,Yellow fever,0
District_207,2019,Malaria,1
District_207,2020,Chikungunya,0
District_207,2020,Dengue,0
District_207,2020,Yellow fever,0
District_207,2020,Malaria,0
District_207,2021,Chikungunya,1
District_207,2021,Dengue,0
District_207,2021,Yellow fever,1
District_207,2021,Malaria,1
District_207,2022,Chikungunya,0
District_207,2022,Dengue,0
District_207,2022,Yellow fever,1
District_207,2022,Malaria,0
District_207,2023,Chikungunya,1
District_207,2023,Dengue,0
District_207,2023,Yellow fever,1
District_207,2023,Malaria,1
District_208,2018,Chikungunya,1
District_208,2018,Dengue,1
District_208,2018,Yellow fever,0
District_208,2018,Malaria,0
District_208,2019,Chikungunya,0
District_208,2019,Dengue,0
District_208,2019,Yellow fever,0
District_208,2019,Malaria,1
District_208,2020,Chikungunya,0
District_208,2020,Dengue,0
District_208,2020,Yellow fever,1
District_208,2020,Malaria,1
District_208,2021,Chikungunya,1
District_208,2021,Dengue,0
District_208,2021,Yellow fever,0
District_208,2021,Malaria,0
District_208,2022,Chikungunya,1
District_208,2022,Dengue,1
District_208,2022,Yellow fever,0
District_208,2022,Malaria,0
District_208,2023,Chikungunya,0
District_208,2023,Dengue,1
District_208,2023,Yellow fever,1
District_208,2023,Malaria,0
District_209,2018,Chikungunya,1
District_209,2018,Dengue,1
District_209,2018,Yellow fever,0
District_209,2018,Malaria,0
District_209,2019,Chikungunya,0
District_209,2019,Dengue,0
District_209,2019,Yellow fever,0
District_209,2019,Malaria,1
District_209,2020,Chikungunya,1
District_209,2020,Dengue,0
District_209,2020,Yellow fever,1
District_209,2020,Malaria,0
District_209,2021,Chikungunya,1
District_209,2021,Dengue,0
District_209,2021,Yellow fever,1
District_209,2021,Malaria,1
District_209,2022,Chikungunya,1
District_209,2022,Dengue,1
District_209,2022,Yellow fever,0
District_209,2022,Malaria,1
District_209,2023,Chikungunya,1
District_209,2023,Dengue,0
District_209,2023,Yellow fever,1
District_209,2023,Malaria,1
District_210,2018,Chikungunya,1
District_210,2018,Dengue,1
District_210,2018,Yellow fever,1
District_210,2018,Malaria,0
District_210,2019,Chikungunya,1
District_210,2019,Dengue,0
District_210,2019,Yellow fever,1
District_210,2019,Malaria,1
District_210,2020,Chikungunya,1
District_210,2020,Dengue,0
District_210,2020,Yellow fever,0
District_210,2020,Malaria,1
District_210,2021,Chikungunya,0
District_210,2021,Dengue,1
District_210,2021,Yellow fever,1
District_210,2021,Malaria,1
District_210,2022,Chikungunya,0
District_210,2022,Dengue,0
District_210,2022,Yellow fever,1
District_210,2022,Malaria,1
District_210,2023,Chikungunya,0
District_210,2023,Dengue,0
District_210,2023,Yellow fever,0
District_210,2023,Malaria,0
District_211,2018,Chikungunya,0
District_211,2018,Dengue,0
District_211,2018,Yellow fever,1
District_211,2018,Malaria,1
District_211,2019,Chikungunya,1
District_211,2019,Dengue,0
District_211,2019,Yellow fever,0
District_211,2019,Malaria,1
District_211,2020,Chikungunya,1
District_211,2020,Dengue,0
District_211,2020,Yellow fever,0
District_211,2020,Malaria,1
District_211,2021,Chikungunya,0
District_211,2021,Dengue,1
District_211,2021,Yellow fever,1
District_211,2021,Malaria,1
District_211,2022,Chikungunya,1
District_211,2022,Dengue,1
District_211,2022,Yellow fever,1
District_211,2022,Malaria,1
District_211,2023,Chikungunya,1
District_211,2023,Dengue,1
District_211,2023,Yellow fever,1
District_211,2023,Malaria,0
District_212,2018,Chikungunya,1
District_212,2018,Dengue,0
District_212,2018,Yellow fever,0
District_212,2018,Malaria,1
District_212,2019,Chikungunya,0
District_212,2019,Dengue,1
District_212,2019,Yellow fever,0
District_212,2019,Malaria,0
District_212,2020,Chikungunya,1
District_212,2020,Dengue,0
District_212,2020,Yellow fever,1
District_212,2020,Malaria,0
District_212,2021,Chikungunya,0
District_212,2021,Dengue,0
District_212,2021,Yellow fever,0
District_212,2021,Malaria,1
District_212,2022,Chikungunya,1
District_212,2022,Dengue,0
District_212,2022,Yellow fever,0
District_212,2022,Malaria,0
District_212,2023,Chikungunya,0
District_212,2023,Dengue,1
District_212,2023,Yellow fever,0
District_212,2023,Malaria,0
District_213,2018,Chikungunya,1
District_213,2018,Dengue,1
District_213,2018,Yellow fever,0
District_213,2018,Malaria,0
District_213,2019,Chikungunya,0
District_213,2019,Dengue,0
District_213,2019,Yellow fever,1
District_213,2019,Malaria,1
District_213,2020,Chikungunya,1
District_213,2020,Dengue,1
District_213,2020,Yellow fever,1
District_213,2020,Malaria,1
District_213,2021,Chikungunya,0
District_213,2021,Dengue,0
District_213,2021,Yellow fever,1
District_213,2021,Malaria,0
District_213,2022,Chikungunya,1
District_213,2022,Dengue,0
District_213,2022,Yellow fever,1
District_213,2022,Malaria,1
District_213,2023,Chikungunya,1
District_213,2023,Dengue,1
District_213,2023,Yellow fever,0
District_213,2023,Malaria,0
District_214,2018,Chikungunya,0
District_214,2018,Dengue,1
District_214,2018,Yellow fever,1
District_214,2018,Malaria,1
District_214,2019,Chikungunya,0
District_214,2019,Dengue,0
District_214,2019,Yellow fever,1
District_214,2019,Malaria,1
District_214,2020,Chikungunya,0
District_214,2020,Dengue,0
District_214,2020,Yellow fever,0
District_214,2020,Malaria,0
District_214,2021,Chikungunya,1
District_214,2021,Dengue,0
District_214,2021,Yellow fever,1
District_214,2021,Malaria,1
District_214,2022,Chikungunya,1
District_214,2022,Dengue,0
District_214,2022,Yellow fever,0
District_214,2022,Malaria,0
District_214,2023,Chikungunya,0
District_214,2023,Dengue,1
District_214,2023,Yellow fever,1
District_214,2023,Malaria,1
District_215,2018,Chikungunya,1
District_215,2018,Dengue,0
District_215,2018,Yellow fever,1
District_215,2018,Malaria,1
District_215,2019,Chikungunya,1
District_215,2019,Dengue,0
District_215,2019,Yellow fever,0
District_215,2019,Malaria,1
District_215,2020,Chikungunya,0
District_215,2020,Dengue,0
District_215,2020,Yellow fever,0
District_215,2020,Malaria,0
District_215,2021,Chikungunya,1
District_215,2021,Dengue,1
District_215,2021,Yellow fever,1
District_215,2021,Malaria,0
District_215,2022,Chikungunya,1
District_215,2022,Dengue,0
District_215,2022,Yellow fever,0
District_215,2022,Malaria,0
District_215,2023,Chikungunya,1
District_215,2023,Dengue,0
District_215,2023,Yellow fever,0
District_215,2023,Malaria,1
District_216,2018,Chikungunya,1
District_216,2018,Dengue,0
District_216,2018,Yellow fever,1
District_216,2018,Malaria,1
District_216,2019,Chikungunya,0
District_216,2019,Dengue,0
District_216,2019,Yellow fever,1
District_216,2019,Malaria,1
District_216,2020,Chikungunya,0
District_216,2020,Dengue,1
District_216,2020,Yellow fever,1
District_216,2020,Malaria,0
District_216,2021,Chikungunya,1
District_216,2021,Dengue,1
District_216,2021,Yellow fever,0
District_216,2021,Malaria,0
District_216,2022,Chikungunya,0
District_216,2022,Dengue,0
District_216,2022,Yellow fever,0
District_216,2022,Malaria,1
District_216,2023,Chikungunya,1
District_216,2023,Dengue,0
District_216,2023,Yellow fever,1
District_216,2023,Malaria,1
District_217,2018,Chikungunya,0
District_217,2018,Dengue,1
District_217,2018,Yellow fever,1
District_217,2018,Malaria,0
District_217,2019,Chikungunya,1
District_217,2019,Dengue,1
District_217,2019,Yellow fever,0
District_217,2019,Malaria,0
District_217,2020,Chikungunya,1
District_217,2020,Dengue,0
District_217,2020,Yellow fever,1
District_217,2020,Malaria,0
District_217,2021,Chikungunya,1
District_217,2021,Dengue,0
District_217,2021,Yellow fever,0
District_217,2021,Malaria,1
District_217,2022,Chikungunya,1
District_217,2022,Dengue,0
District_217,2022,Yellow fever,0
District_217,2022,Malaria,1
District_217,2023,Chikungunya,1
District_217,2023,Dengue,0
District_217,2023,Yellow fever,1
District_217,2023,Malaria,0
District_218,2018,Chikungunya,0
District_218,2018,Dengue,0
District_218,2018,Yellow fever,1
District_218,2018,Malaria,1
District_218,2019,Chikungunya,0
District_218,2019,Dengue,1
District_218,2019,Yellow fever,0
District_218,2019,Malaria,1
District_218,2020,Chikungunya,1
District_218,2020,Dengue,1
District_218,2020,Yellow fever,0
District_218,2020,Malaria,1
District_218,2021,Chikungunya,1
District_218,2021,Dengue,0
District_218,2021,Yellow fever,0
District_218,2021,Malaria,1
District_218,2022,Chikungunya,1
District_218,2022,Dengue,1
District_218,2022,Yellow fever,1
District_218,2022,Malaria,1
District_218,2023,Chikungunya,0
District_218,2023,Dengue,0
District_218,2023,Yellow fever,0
District_218,2023,Malaria,1
District_219,2018,Chikungunya,0
District_219,2018,Dengue,0
District_219,2018,Yellow fever,1
District_219,2018,Malaria,1
District_219,2019,Chikungunya,0
District_219,2019,Dengue,0
District_219,2019,Yellow fever,0
District_219,2019,Malaria,0
District_219,2020,Chikungunya,0
District_219,2020,Dengue,1
District_219,2020,Yellow fever,0
District_219,2020,Malaria,0
District_219,2021,Chikungunya,0
District_219,2021,Dengue,1
District_219,2021,Yellow fever,1
District_219,2021,Malaria,1
District_219,2022,Chikungunya,0
District_219,2022,Dengue,0
District_219,2022,Yellow fever,1
District_219,2022,Malaria,1
District_219,2023,Chikungunya,1
District_219,2023,Dengue,0
District_219,2023,Yellow fever,1
District_219,2023,Malaria,0
District_220,2018,Chikungunya,1
District_220,2018,Dengue,1
District_220,2018,Yellow fever,0
District_220,2018,Malaria,0
District_220,2019,Chikungunya,1
District_220,2019,Dengue,1
District_220,2019,Yellow fever,0
District_220,2019,Malaria,0
District_220,2020,Chikungunya,1
District_220,2020,Dengue,0
District_220,2020,Yellow fever,1
District_220,2020,Malaria,1
District_220,2021,Chikungunya,0
District_220,2021,Dengue,0
District_220,2021,Yellow fever,0
District_220,2021,Malaria,0
District_220,2022,Chikungunya,0
District_220,2022,Dengue,1
District_220,2022,Yellow fever,1
District_220,2022,Malaria,0
District_220,2023,Chikungunya,1
District_220,2023,Dengue,0
District_220,2023,Yellow fever,0
District_220,2023,Malaria,0
District_221,2018,Chikungunya,0
District_221,2018,Dengue,1
District_221,2018,Yellow fever,1
District_221,2018,Malaria,1
District_221,2019,Chikungunya,0
District_221,2019,Dengue,1
District_221,2019,Yellow fever,1
District_221,2019,Malaria,0
District_221,2020,Chikungunya,1
District_221,2020,Dengue,0
District_221,2020,Yellow fever,1
District_221,2020,Malaria,0
District_221,2021,Chikungunya,0
District_221,2021,Dengue,1
District_221,2021,Yellow fever,1
District_221,2021,Malaria,1
District_221,2022,Chikungunya,1
District_221,2022,Dengue,0
District_221,2022,Yellow fever,1
District_221,2022,Malaria,0
District_221,2023,Chikungunya,0
District_221,2023,Dengue,0
District_221,2023,Yellow fever,0
District_221,2023,Malaria,1
District_222,2018,Chikungunya,1
District_222,2018,Dengue,1
District_222,2018,Yellow fever,1
District_222,2018,Malaria,1
District_222,2019,Chikungunya,1
District_222,2019,Dengue,1
District_222,2019,Yellow fever,1
District_222,2019,Malaria,0
District_222,2020,Chikungunya,1
District_222,2020,Dengue,0
District_222,2020,Yellow fever,1
District_222,2020,Malaria,0
District_222,2021,Chikungunya,0
District_222,2021,Dengue,1
District_222,2021,Yellow fever,0
District_222,2021,Malaria,0
District_222,2022,Chikungunya,1
District_222,2022,Dengue,0
District_222,2022,Yellow fever,0
District_222,2022,Malaria,1
District_222,2023,Chikungunya,1
District_222,2023,Dengue,1
District_222,2023,Yellow fever,0
District_222,2023,Malaria,1
District_223,2018,Chikungunya,1
District_223,2018,Dengue,1
District_223,2018,Yellow fever,1
District_223,2018,Malaria,1
District_223,2019,Chikungunya,0
District_223,2019,Dengue,0
District_223,2019,Yellow fever,1
District_223,2019,Malaria,1
District_223,2020,Chikungunya,1
District_223,2020,Dengue,1
District_223,2020,Yellow fever,0
District_223,2020,Malaria,1
District_223,2021,Chikungunya,0
District_223,2021,Dengue,1
District_223,2021,Yellow fever,0
District_223,2021,Malaria,0
District_223,2022,Chikungunya,1
District_223,2022,Dengue,1
District_223,2022,Yellow fever,1
District_223,2022,Malaria,1
District_223,2023,Chikungunya,1
