District,Year,Temperature,Humidity,Rainfall,Quarter,State
District_654,2018,34,49,265,0,State_17
District_654,2018,27,88,456,1,State_17
District_654,2018,37,64,335,2,State_17
District_654,2018,36,85,170,3,State_17
District_655,2018,30,50,489,0,State_1
District_655,2018,29,45,340,1,State_1
District_655,2018,24,79,212,2,State_1
District_655,2018,26,52,55,3,State_1
District_656,2018,22,79,419,0,State_23
District_656,2018,28,59,302,1,State_23
District_656,2018,21,47,118,2,State_23
District_656,2018,37,53,122,3,State_23
District_657,2018,37,50,180,0,State_2
District_657,2018,31,51,210,1,State_2
District_657,2018,28,67,271,2,State_2
District_657,2018,26,56,474,3,State_2
District_658,2018,36,41,279,0,State_20
District_658,2018,35,43,236,1,State_20
District_658,2018,37,47,202,2,State_20
District_658,2018,39,51,400,3,State_20
District_659,2018,34,50,181,0,State_18
District_659,2018,31,41,480,1,State_18
District_659,2018,32,75,403,2,State_18
District_659,2018,29,60,107,3,State_18
District_660,2018,29,82,355,0,State_18
District_660,2018,33,52,353,1,State_18
District_660,2018,21,65,274,2,State_18
District_660,2018,27,85,375,3,State_18
District_661,2018,29,88,270,0,State_22
District_661,2018,26,43,339,1,State_22
District_661,2018,25,64,336,2,State_22
District_661,2018,39,60,240,3,State_22
District_662,2018,30,63,250,0,State_27
District_662,2018,20,80,291,1,State_27
District_662,2018,25,62,18,2,State_27
District_662,2018,21,70,176,3,State_27
District_663,2018,26,83,102,0,State_17
District_663,2018,35,73,466,1,State_17
District_663,2018,22,50,108,2,State_17
District_663,2018,26,63,292,3,State_17
District_664,2018,30,40,126,0,State_6
District_664,2018,37,80,94,1,State_6
District_664,2018,29,56,439,2,State_6
District_664,2018,26,54,489,3,State_6
District_665,2018,27,43,151,0,State_17
District_665,2018,30,48,362,1,State_17
District_665,2018,38,89,362,2,State_17
District_665,2018,28,85,399,3,State_17
District_666,2018,37,58,360,0,State_14
District_666,2018,27,73,455,1,State_14
District_666,2018,22,66,204,2,State_14
District_666,2018,39,82,167,3,State_14
District_667,2018,39,62,80,0,State_19
District_667,2018,20,56,79,1,State_19
District_667,2018,39,73,156,2,State_19
District_667,2018,37,46,371,3,State_19
District_668,2018,22,82,120,0,State_18
District_668,2018,34,73,127,1,State_18
District_668,2018,29,54,342,2,State_18
District_668,2018,26,68,191,3,State_18
District_669,2018,29,78,82,0,State_3
District_669,2018,22,86,371,1,State_3
District_669,2018,30,62,63,2,State_3
District_669,2018,21,46,197,3,State_3
District_670,2018,26,86,496,0,State_16
District_670,2018,23,45,365,1,State_16
District_670,2018,20,73,369,2,State_16
District_670,2018,28,48,416,3,State_16
District_671,2018,28,82,479,0,State_20
District_671,2018,27,84,299,1,State_20
District_671,2018,29,66,265,2,State_20
District_671,2018,35,53,216,3,State_20
District_672,2018,31,81,200,0,State_8
District_672,2018,24,42,258,1,State_8
District_672,2018,34,87,498,2,State_8
District_672,2018,29,88,164,3,State_8
District_673,2018,31,64,10,0,State_1
District_673,2018,21,55,393,1,State_1
District_673,2018,32,52,80,2,State_1
District_673,2018,33,78,332,3,State_1
District_674,2018,21,73,156,0,State_20
District_674,2018,22,58,293,1,State_20
District_674,2018,27,42,178,2,State_20
District_674,2018,25,72,430,3,State_20
District_675,2018,32,82,468,0,State_6
District_675,2018,31,43,359,1,State_6
District_675,2018,32,43,266,2,State_6
District_675,2018,33,47,384,3,State_6
District_676,2018,29,58,296,0,State_17
District_676,2018,21,74,380,1,State_17
District_676,2018,26,66,437,2,State_17
District_676,2018,25,63,246,3,State_17
District_677,2018,32,41,97,0,State_24
District_677,2018,23,89,126,1,State_24
District_677,2018,36,67,499,2,State_24
District_677,2018,27,79,23,3,State_24
District_678,2018,25,66,62,0,State_10
District_678,2018,22,59,43,1,State_10
District_678,2018,31,56,137,2,State_10
District_678,2018,21,69,138,3,State_10
District_679,2018,29,63,7,0,State_19
District_679,2018,39,54,435,1,State_19
District_679,2018,34,70,386,2,State_19
District_679,2018,23,87,329,3,State_19
District_680,2018,34,49,425,0,State_12
District_680,2018,39,80,187,1,State_12
District_680,2018,28,67,287,2,State_12
District_680,2018,39,40,56,3,State_12
District_681,2018,27,71,457,0,State_17
District_681,2018,30,83,3,1,State_17
District_681,2018,26,57,221,2,State_17
District_681,2018,27,59,476,3,State_17
District_682,2018,26,54,414,0,State_8
District_682,2018,32,43,291,1,State_8
District_682,2018,22,64,256,2,State_8
District_682,2018,28,88,462,3,State_8
District_683,2018,31,52,108,0,State_12
District_683,2018,20,75,394,1,State_12
District_683,2018,26,47,99,2,State_12
District_683,2018,20,48,468,3,State_12
District_684,2018,29,77,413,0,State_22
District_684,2018,27,62,374,1,State_22
District_684,2018,27,71,109,2,State_22
District_684,2018,28,44,27,3,State_22
District_685,2018,38,80,234,0,State_27
District_685,2018,35,53,269,1,State_27
District_685,2018,31,44,64,2,State_27
District_685,2018,27,48,446,3,State_27
District_686,2018,38,82,338,0,State_18
District_686,2018,31,86,360,1,State_18
District_686,2018,22,84,324,2,State_18
District_686,2018,31,88,369,3,State_18
District_687,2018,20,42,421,0,State_22
District_687,2018,30,63,331,1,State_22
District_687,2018,35,66,389,2,State_22
District_687,2018,36,83,21,3,State_22
District_688,2018,35,46,35,0,State_10
District_688,2018,37,54,125,1,State_10
District_688,2018,30,85,249,2,State_10
District_688,2018,21,50,111,3,State_10
District_689,2018,38,45,197,0,State_1
District_689,2018,29,72,142,1,State_1
District_689,2018,33,84,70,2,State_1
District_689,2018,37,73,389,3,State_1
District_690,2018,20,70,490,0,State_7
District_690,2018,37,71,215,1,State_7
District_690,2018,22,49,83,2,State_7
District_690,2018,21,46,374,3,State_7
District_691,2018,33,81,476,0,State_2
District_691,2018,35,50,394,1,State_2
District_691,2018,23,77,192,2,State_2
District_691,2018,33,81,50,3,State_2
District_692,2018,33,81,146,0,State_10
District_692,2018,35,79,363,1,State_10
District_692,2018,32,63,205,2,State_10
District_692,2018,30,60,93,3,State_10
District_693,2018,24,82,217,0,State_9
District_693,2018,39,65,278,1,State_9
District_693,2018,27,68,326,2,State_9
District_693,2018,28,52,469,3,State_9
District_694,2018,30,67,304,0,State_27
District_694,2018,36,44,112,1,State_27
District_694,2018,30,49,321,2,State_27
District_694,2018,31,51,332,3,State_27
District_695,2018,20,63,391,0,State_26
District_695,2018,29,49,268,1,State_26
District_695,2018,23,77,335,2,State_26
District_695,2018,30,45,69,3,State_26
District_696,2018,37,49,23,0,State_8
District_696,2018,26,52,144,1,State_8
District_696,2018,26,55,264,2,State_8
District_696,2018,36,70,214,3,State_8
District_697,2018,25,73,288,0,State_26
District_697,2018,37,88,182,1,State_26
District_697,2018,37,55,324,2,State_26
District_697,2018,29,61,13,3,State_26
District_698,2018,39,47,37,0,State_2
District_698,2018,26,60,390,1,State_2
District_698,2018,23,42,316,2,State_2
District_698,2018,21,48,139,3,State_2
District_699,2018,29,76,112,0,State_12
District_699,2018,34,75,489,1,State_12
District_699,2018,34,62,179,2,State_12
District_699,2018,30,74,29,3,State_12
District_700,2018,22,49,75,0,State_18
District_700,2018,33,52,164,1,State_18
District_700,2018,29,66,68,2,State_18
District_700,2018,36,57,42,3,State_18
District_701,2018,35,54,396,0,State_24
District_701,2018,32,59,239,1,State_24
District_701,2018,39,52,395,2,State_24
District_701,2018,33,45,96,3,State_24
District_702,2018,25,69,108,0,State_16
District_702,2018,22,58,18,1,State_16
District_702,2018,22,85,495,2,State_16
District_702,2018,35,57,336,3,State_16
District_703,2018,30,61,96,0,State_2
District_703,2018,35,45,3,1,State_2
District_703,2018,25,64,297,2,State_2
District_703,2018,39,70,362,3,State_2
District_704,2018,31,61,149,0,State_25
District_704,2018,20,83,74,1,State_25
District_704,2018,31,59,134,2,State_25
District_704,2018,31,77,413,3,State_25
District_705,2018,28,50,430,0,State_3
District_705,2018,32,87,290,1,State_3
District_705,2018,26,84,258,2,State_3
District_705,2018,26,71,266,3,State_3
District_706,2018,39,73,157,0,State_2
District_706,2018,22,59,322,1,State_2
District_706,2018,21,67,388,2,State_2
District_706,2018,22,75,228,3,State_2
District_707,2018,21,69,280,0,State_8
District_707,2018,37,52,368,1,State_8
District_707,2018,27,59,198,2,State_8
District_707,2018,21,75,129,3,State_8
District_708,2018,30,43,402,0,State_15
District_708,2018,21,67,100,1,State_15
District_708,2018,24,68,225,2,State_15
District_708,2018,31,40,281,3,State_15
District_709,2018,23,50,403,0,State_11
District_709,2018,31,48,328,1,State_11
District_709,2018,38,40,62,2,State_11
District_709,2018,30,57,2,3,State_11
District_710,2018,35,63,446,0,State_16
District_710,2018,33,89,465,1,State_16
District_710,2018,37,40,190,2,State_16
District_710,2018,21,69,319,3,State_16
District_711,2018,31,56,191,0,State_11
District_711,2018,26,57,199,1,State_11
District_711,2018,34,45,201,2,State_11
District_711,2018,20,88,8,3,State_11
District_712,2018,32,71,59,0,State_20
District_712,2018,26,81,393,1,State_20
District_712,2018,36,58,132,2,State_20
District_712,2018,20,67,36,3,State_20
District_713,2018,27,41,354,0,State_24
District_713,2018,30,79,45,1,State_24
District_713,2018,25,41,368,2,State_24
District_713,2018,27,54,220,3,State_24
District_714,2018,38,83,302,0,State_20
District_714,2018,25,40,229,1,State_20
District_714,2018,28,83,408,2,State_20
District_714,2018,23,89,68,3,State_20
District_715,2018,31,88,231,0,State_4
District_715,2018,39,40,98,1,State_4
District_715,2018,37,47,211,2,State_4
District_715,2018,22,51,250,3,State_4
District_716,2018,25,46,212,0,State_23
District_716,2018,39,79,430,1,State_23
District_716,2018,29,78,469,2,State_23
District_716,2018,38,41,206,3,State_23
District_717,2018,26,88,168,0,State_19
District_717,2018,32,70,311,1,State_19
District_717,2018,22,44,435,2,State_19
District_717,2018,28,40,174,3,State_19
District_718,2018,31,63,277,0,State_17
District_718,2018,24,79,185,1,State_17
District_718,2018,24,80,179,2,State_17
District_718,2018,26,77,65,3,State_17
District_719,2018,28,79,87,0,State_21
District_719,2018,28,58,449,1,State_21
District_719,2018,20,48,337,2,State_21
District_719,2018,28,50,101,3,State_21
District_720,2018,34,42,381,0,State_26
District_720,2018,28,46,71,1,State_26
District_720,2018,30,44,189,2,State_26
District_720,2018,24,46,457,3,State_26
District_721,2018,30,69,59,0,State_6
District_721,2018,25,41,181,1,State_6
District_721,2018,30,60,290,2,State_6
District_721,2018,39,87,200,3,State_6
District_722,2018,20,72,83,0,State_9
District_722,2018,20,72,456,1,State_9
District_722,2018,21,52,345,2,State_9
District_722,2018,32,49,275,3,State_9
District_723,2018,38,47,204,0,State_7
District_723,2018,22,49,457,1,State_7
District_723,2018,38,46,493,2,State_7
District_723,2018,25,66,199,3,State_7
District_724,2018,38,47,157,0,State_16
District_724,2018,24,87,78,1,State_16
District_724,2018,39,65,159,2,State_16
District_724,2018,34,59,38,3,State_16
District_725,2018,23,63,377,0,State_9
District_725,2018,34,49,106,1,State_9
District_725,2018,39,85,77,2,State_9
District_725,2018,39,73,2,3,State_9
District_726,2018,27,68,63,0,State_19
District_726,2018,31,41,173,1,State_19
District_726,2018,29,56,1,2,State_19
District_726,2018,26,57,480,3,State_19
District_727,2018,24,48,360,0,State_22
District_727,2018,30,64,174,1,State_22
District_727,2018,21,74,304,2,State_22
District_727,2018,33,42,237,3,State_22
District_728,2018,22,85,395,0,State_24
District_728,2018,39,69,191,1,State_24
District_728,2018,20,78,271,2,State_24
District_728,2018,32,75,324,3,State_24
District_729,2018,38,80,228,0,State_2
District_729,2018,37,80,301,1,State_2
District_729,2018,25,48,151,2,State_2
District_729,2018,20,77,330,3,State_2
District_730,2018,25,68,395,0,State_4
District_730,2018,37,82,476,1,State_4
District_730,2018,20,82,466,2,State_4
District_730,2018,39,47,280,3,State_4
District_731,2018,26,72,393,0,State_3
District_731,2018,22,81,124,1,State_3
District_731,2018,20,69,137,2,State_3
District_731,2018,20,53,424,3,State_3
District_732,2018,29,68,295,0,State_8
District_732,2018,38,40,359,1,State_8
District_732,2018,21,65,430,2,State_8
District_732,2018,25,87,385,3,State_8
District_733,2018,32,74,18,0,State_5
District_733,2018,29,56,433,1,State_5
District_733,2018,30,82,423,2,State_5
District_733,2018,31,75,472,3,State_5
District_734,2018,22,46,111,0,State_13
District_734,2018,31,61,362,1,State_13
District_734,2018,25,54,434,2,State_13
District_734,2018,25,49,45,3,State_13
District_735,2018,29,58,336,0,State_12
District_735,2018,21,50,97,1,State_12
District_735,2018,25,85,25,2,State_12
District_735,2018,26,76,470,3,State_12
District_736,2018,33,58,12,0,State_8
District_736,2018,29,67,423,1,State_8
District_736,2018,29,68,34,2,State_8
District_736,2018,34,78,289,3,State_8
District_737,2018,27,44,426,0,State_2
District_737,2018,30,75,337,1,State_2
District_737,2018,20,46,208,2,State_2
District_737,2018,38,84,377,3,State_2
District_738,2018,33,48,95,0,State_12
District_738,2018,37,74,335,1,State_12
District_738,2018,35,58,217,2,State_12
District_738,2018,33,51,344,3,State_12
District_739,2018,23,81,455,0,State_4
District_739,2018,35,41,493,1,State_4
District_739,2018,26,49,110,2,State_4
District_739,2018,30,56,56,3,State_4
District_1,2019,27,69,27,0,State_15
District_1,2019,36,58,221,1,State_15
District_1,2019,34,85,246,2,State_15
District_1,2019,36,73,229,3,State_15
District_2,2019,35,58,295,0,State_16
District_2,2019,36,87,256,1,State_16
District_2,2019,34,84,442,2,State_16
District_2,2019,25,55,71,3,State_16
District_3,2019,23,73,499,0,State_25
District_3,2019,34,52,391,1,State_25
District_3,2019,28,69,146,2,State_25
District_3,2019,25,81,289,3,State_25
District_4,2019,30,79,376,0,State_6
District_4,2019,34,53,304,1,State_6
District_4,2019,26,58,94,2,State_6
District_4,2019,30,48,260,3,State_6
District_5,2019,21,78,279,0,State_11
District_5,2019,27,43,274,1,State_11
District_5,2019,39,81,414,2,State_11
District_5,2019,30,51,369,3,State_11
District_6,2019,35,46,78,0,State_5
District_6,2019,36,55,392,1,State_5
District_6,2019,34,67,97,2,State_5
District_6,2019,30,47,253,3,State_5
District_7,2019,37,56,27,0,State_13
District_7,2019,37,56,463,1,State_13
District_7,2019,22,79,230,2,State_13
District_7,2019,38,70,220,3,State_13
District_8,2019,22,89,256,0,State_27
District_8,2019,20,48,343,1,State_27
District_8,2019,28,71,203,2,State_27
District_8,2019,26,45,494,3,State_27
District_9,2019,38,70,361,0,State_2
District_9,2019,26,80,94,1,State_2
District_9,2019,20,69,249,2,State_2
District_9,2019,22,88,435,3,State_2
District_10,2019,23,57,494,0,State_20
District_10,2019,24,70,133,1,State_20
District_10,2019,31,78,272,2,State_20
District_10,2019,32,77,372,3,State_20
District_11,2019,28,40,165,0,State_4
District_11,2019,28,79,323,1,State_4
District_11,2019,30,56,66,2,State_4
District_11,2019,20,63,405,3,State_4
District_12,2019,25,80,392,0,State_21
District_12,2019,30,43,415,1,State_21
District_12,2019,26,82,270,2,State_21
District_12,2019,31,87,308,3,State_21
District_13,2019,31,52,264,0,State_15
District_13,2019,29,66,221,1,State_15
District_13,2019,39,79,70,2,State_15
District_13,2019,26,42,72,3,State_15
District_14,2019,28,61,236,0,State_27
District_14,2019,27,73,199,1,State_27
District_14,2019,26,55,237,2,State_27
District_14,2019,22,77,106,3,State_27
District_15,2019,31,47,405,0,State_13
District_15,2019,27,80,363,1,State_13
District_15,2019,38,80,477,2,State_13
District_15,2019,33,52,351,3,State_13
District_16,2019,26,86,64,0,State_2
District_16,2019,27,46,248,1,State_2
District_16,2019,29,49,311,2,State_2
District_16,2019,27,65,263,3,State_2
District_17,2019,28,88,65,0,State_17
District_17,2019,39,73,202,1,State_17
District_17,2019,39,47,433,2,State_17
District_17,2019,37,43,397,3,State_17
District_18,2019,36,74,33,0,State_13
District_18,2019,28,82,295,1,State_13
District_18,2019,30,52,44,2,State_13
District_18,2019,34,85,53,3,State_13
District_19,2019,21,77,237,0,State_20
District_19,2019,23,55,360,1,State_20
District_19,2019,39,55,241,2,State_20
District_19,2019,33,47,146,3,State_20
District_20,2019,30,71,293,0,State_22
District_20,2019,36,42,406,1,State_22
District_20,2019,34,80,80,2,State_22
District_20,2019,22,40,194,3,State_22
District_21,2019,37,41,168,0,State_4
District_21,2019,21,58,168,1,State_4
District_21,2019,26,40,449,2,State_4
District_21,2019,31,83,69,3,State_4
District_22,2019,26,80,42,0,State_8
District_22,2019,36,71,238,1,State_8
District_22,2019,36,84,91,2,State_8
District_22,2019,24,58,270,3,State_8
District_23,2019,23,80,12,0,State_1
District_23,2019,35,49,113,1,State_1
District_23,2019,29,86,214,2,State_1
District_23,2019,28,64,83,3,State_1
District_24,2019,20,55,317,0,State_27
District_24,2019,34,72,222,1,State_27
District_24,2019,31,68,339,2,State_27
District_24,2019,28,58,13,3,State_27
District_25,2019,30,44,44,0,State_16
District_25,2019,22,58,271,1,State_16
District_25,2019,23,68,242,2,State_16
District_25,2019,39,72,234,3,State_16
District_26,2019,33,66,166,0,State_1
District_26,2019,21,43,309,1,State_1
District_26,2019,27,52,252,2,State_1
District_26,2019,36,79,116,3,State_1
District_27,2019,33,89,242,0,State_23
District_27,2019,25,81,456,1,State_23
District_27,2019,22,87,170,2,State_23
District_27,2019,37,80,433,3,State_23
District_28,2019,26,50,180,0,State_24
District_28,2019,33,89,3,1,State_24
District_28,2019,29,76,72,2,State_24
District_28,2019,23,71,444,3,State_24
District_29,2019,25,40,292,0,State_18
District_29,2019,36,83,240,1,State_18
District_29,2019,20,74,93,2,State_18
District_29,2019,22,84,326,3,State_18
District_30,2019,37,61,154,0,State_14
District_30,2019,32,70,154,1,State_14
District_30,2019,22,45,7,2,State_14
District_30,2019,22,77,469,3,State_14
District_31,2019,32,64,170,0,State_24
District_31,2019,33,56,434,1,State_24
District_31,2019,20,41,343,2,State_24
District_31,2019,34,50,50,3,State_24
District_32,2019,30,77,473,0,State_9
District_32,2019,30,66,168,1,State_9
District_32,2019,34,47,321,2,State_9
District_32,2019,34,88,240,3,State_9
District_33,2019,35,70,402,0,State_24
District_33,2019,24,48,377,1,State_24
District_33,2019,34,82,117,2,State_24
District_33,2019,39,73,490,3,State_24
District_34,2019,32,64,298,0,State_22
District_34,2019,22,72,247,1,State_22
District_34,2019,38,72,469,2,State_22
District_34,2019,32,42,151,3,State_22
District_35,2019,36,59,100,0,State_3
District_35,2019,38,41,76,1,State_3
District_35,2019,22,51,12,2,State_3
District_35,2019,35,45,467,3,State_3
District_36,2019,33,50,30,0,State_17
District_36,2019,35,52,97,1,State_17
District_36,2019,34,74,458,2,State_17
District_36,2019,33,77,262,3,State_17
District_37,2019,36,83,4,0,State_7
District_37,2019,31,79,476,1,State_7
District_37,2019,25,73,89,2,State_7
District_37,2019,26,46,415,3,State_7
District_38,2019,23,60,341,0,State_15
District_38,2019,36,75,410,1,State_15
District_38,2019,30,66,132,2,State_15
District_38,2019,33,50,37,3,State_15
District_39,2019,27,47,358,0,State_3
District_39,2019,24,69,233,1,State_3
District_39,2019,37,59,276,2,State_3
District_39,2019,25,85,79,3,State_3
District_40,2019,38,66,298,0,State_16
District_40,2019,39,60,480,1,State_16
District_40,2019,35,80,78,2,State_16
District_40,2019,29,83,238,3,State_16
District_41,2019,37,49,0,0,State_8
District_41,2019,31,77,461,1,State_8
District_41,2019,37,51,317,2,State_8
District_41,2019,24,48,170,3,State_8
District_42,2019,29,50,315,0,State_12
District_42,2019,25,57,402,1,State_12
District_42,2019,22,79,495,2,State_12
District_42,2019,34,84,82,3,State_12
District_43,2019,31,75,83,0,State_12
District_43,2019,35,87,32,1,State_12
District_43,2019,38,74,249,2,State_12
District_43,2019,29,73,393,3,State_12
District_44,2019,37,85,209,0,State_11
District_44,2019,34,79,498,1,State_11
District_44,2019,36,53,14,2,State_11
District_44,2019,20,48,360,3,State_11
District_45,2019,32,88,238,0,State_3
District_45,2019,22,84,300,1,State_3
District_45,2019,31,63,197,2,State_3
District_45,2019,25,75,417,3,State_3
District_46,2019,38,48,426,0,State_6
District_46,2019,38,48,494,1,State_6
District_46,2019,28,88,269,2,State_6
District_46,2019,39,69,214,3,State_6
District_47,2019,30,78,396,0,State_16
District_47,2019,31,45,237,1,State_16
District_47,2019,34,83,438,2,State_16
District_47,2019,30,42,409,3,State_16
District_48,2019,25,41,427,0,State_5
District_48,2019,21,46,226,1,State_5
District_48,2019,27,42,266,2,State_5
District_48,2019,22,49,166,3,State_5
District_49,2019,28,86,144,0,State_1
District_49,2019,27,55,205,1,State_1
District_49,2019,36,62,132,2,State_1
District_49,2019,30,75,340,3,State_1
District_50,2019,24,88,477,0,State_22
District_50,2019,29,62,214,1,State_22
District_50,2019,36,49,249,2,State_22
District_50,2019,34,57,412,3,State_22
District_51,2019,36,42,93,0,State_6
District_51,2019,25,49,261,1,State_6
District_51,2019,28,56,392,2,State_6
District_51,2019,22,42,312,3,State_6
District_52,2019,34,54,83,0,State_4
District_52,2019,29,53,265,1,State_4
District_52,2019,32,85,172,2,State_4
District_52,2019,20,72,314,3,State_4
District_53,2019,28,81,468,0,State_4
District_53,2019,34,88,441,1,State_4
District_53,2019,31,89,325,2,State_4
District_53,2019,24,64,370,3,State_4
District_54,2019,26,58,298,0,State_19
District_54,2019,29,86,364,1,State_19
District_54,2019,39,70,482,2,State_19
District_54,2019,24,66,215,3,State_19
District_55,2019,34,87,184,0,State_4
District_55,2019,34,78,340,1,State_4
District_55,2019,25,44,363,2,State_4
District_55,2019,35,41,441,3,State_4
District_56,2019,34,66,230,0,State_10
District_56,2019,33,61,217,1,State_10
District_56,2019,27,51,432,2,State_10
District_56,2019,39,46,189,3,State_10
District_57,2019,32,58,183,0,State_16
District_57,2019,32,69,443,1,State_16
District_57,2019,37,78,136,2,State_16
District_57,2019,29,65,49,3,State_16
District_58,2019,20,64,100,0,State_19
District_58,2019,22,68,298,1,State_19
District_58,2019,32,48,479,2,State_19
District_58,2019,37,44,300,3,State_19
District_59,2019,30,79,117,0,State_19
District_59,2019,37,65,282,1,State_19
District_59,2019,26,67,44,2,State_19
District_59,2019,22,59,97,3,State_19
District_60,2019,38,80,161,0,State_4
District_60,2019,29,80,3,1,State_4
District_60,2019,30,44,376,2,State_4
District_60,2019,30,75,332,3,State_4
District_61,2019,31,88,371,0,State_26
District_61,2019,37,45,33,1,State_26
District_61,2019,21,85,364,2,State_26
District_61,2019,37,68,490,3,State_26
District_62,2019,22,47,270,0,State_16
District_62,2019,33,61,432,1,State_16
District_62,2019,22,49,198,2,State_16
District_62,2019,25,70,104,3,State_16
District_63,2019,33,49,286,0,State_2
District_63,2019,29,78,432,1,State_2
District_63,2019,22,67,204,2,State_2
District_63,2019,36,87,91,3,State_2
District_64,2019,34,53,474,0,State_8
District_64,2019,22,44,165,1,State_8
District_64,2019,35,68,488,2,State_8
District_64,2019,25,63,433,3,State_8
District_65,2019,39,49,473,0,State_20
District_65,2019,23,63,344,1,State_20
District_65,2019,30,46,250,2,State_20
District_65,2019,21,69,20,3,State_20
District_66,2019,39,49,169,0,State_1
District_66,2019,36,84,64,1,State_1
District_66,2019,34,66,90,2,State_1
District_66,2019,35,58,269,3,State_1
District_67,2019,26,40,368,0,State_24
District_67,2019,29,75,106,1,State_24
District_67,2019,38,76,307,2,State_24
District_67,2019,23,81,370,3,State_24
District_68,2019,37,86,273,0,State_5
District_68,2019,36,66,320,1,State_5
District_68,2019,33,59,93,2,State_5
District_68,2019,23,77,338,3,State_5
District_69,2019,37,59,131,0,State_11
District_69,2019,20,64,332,1,State_11
District_69,2019,27,83,185,2,State_11
District_69,2019,27,52,101,3,State_11
District_70,2019,27,86,269,0,State_4
District_70,2019,22,61,258,1,State_4
District_70,2019,25,81,199,2,State_4
District_70,2019,25,55,126,3,State_4
District_71,2019,36,68,315,0,State_8
District_71,2019,31,43,255,1,State_8
District_71,2019,29,57,19,2,State_8
District_71,2019,26,76,441,3,State_8
District_72,2019,36,45,473,0,State_17
District_72,2019,23,84,370,1,State_17
District_72,2019,21,75,26,2,State_17
District_72,2019,33,62,183,3,State_17
District_73,2019,38,57,291,0,State_14
District_73,2019,33,45,162,1,State_14
District_73,2019,31,40,131,2,State_14
District_73,2019,36,84,302,3,State_14
District_74,2019,38,59,479,0,State_2
District_74,2019,23,56,482,1,State_2
District_74,2019,34,53,174,2,State_2
District_74,2019,23,44,161,3,State_2
District_75,2019,34,62,339,0,State_7
District_75,2019,30,89,220,1,State_7
District_75,2019,23,69,56,2,State_7
District_75,2019,35,60,326,3,State_7
District_76,2019,23,59,21,0,State_7
District_76,2019,21,74,251,1,State_7
District_76,2019,23,87,471,2,State_7
District_76,2019,35,60,353,3,State_7
District_77,2019,26,80,37,0,State_17
District_77,2019,21,78,237,1,State_17
District_77,2019,39,55,164,2,State_17
District_77,2019,34,82,415,3,State_17
District_78,2019,30,79,465,0,State_27
District_78,2019,20,40,397,1,State_27
District_78,2019,23,72,7,2,State_27
District_78,2019,39,87,30,3,State_27
District_79,2019,29,81,325,0,State_26
District_79,2019,29,73,360,1,State_26
District_79,2019,22,62,24,2,State_26
District_79,2019,20,81,280,3,State_26
District_80,2019,27,47,97,0,State_2
District_80,2019,20,79,27,1,State_2
District_80,2019,35,64,153,2,State_2
District_80,2019,37,76,347,3,State_2
District_81,2019,22,66,278,0,State_6
District_81,2019,23,71,68,1,State_6
District_81,2019,24,61,54,2,State_6
District_81,2019,29,49,366,3,State_6
District_82,2019,31,72,23,0,State_2
District_82,2019,20,60,408,1,State_2
District_82,2019,27,42,105,2,State_2
District_82,2019,23,80,152,3,State_2
District_83,2019,37,51,462,0,State_19
District_83,2019,38,43,417,1,State_19
District_83,2019,38,88,8,2,State_19
District_83,2019,34,65,32,3,State_19
District_84,2019,36,78,491,0,State_18
District_84,2019,37,56,305,1,State_18
District_84,2019,27,44,281,2,State_18
District_84,2019,35,62,217,3,State_18
District_85,2019,28,43,59,0,State_22
District_85,2019,37,58,117,1,State_22
District_85,2019,21,50,323,2,State_22
District_85,2019,24,63,179,3,State_22
District_86,2019,36,83,318,0,State_27
District_86,2019,23,78,184,1,State_27
District_86,2019,33,55,451,2,State_27
District_86,2019,28,62,470,3,State_27
District_87,2019,30,46,226,0,State_24
District_87,2019,34,80,373,1,State_24
District_87,2019,26,48,457,2,State_24
District_87,2019,31,55,380,3,State_24
District_88,2019,30,78,240,0,State_8
District_88,2019,38,63,422,1,State_8
District_88,2019,22,80,303,2,State_8
District_88,2019,23,47,161,3,State_8
District_89,2019,28,81,326,0,State_23
District_89,2019,32,81,434,1,State_23
District_89,2019,23,43,119,2,State_23
District_89,2019,29,86,470,3,State_23
District_90,2019,30,80,207,0,State_7
District_90,2019,28,54,262,1,State_7
District_90,2019,34,83,345,2,State_7
District_90,2019,27,45,256,3,State_7
District_91,2019,24,44,0,0,State_3
District_91,2019,33,57,302,1,State_3
District_91,2019,25,45,114,2,State_3
District_91,2019,29,51,95,3,State_3
District_92,2019,35,60,117,0,State_27
District_92,2019,32,65,11,1,State_27
District_92,2019,27,46,319,2,State_27
District_92,2019,33,40,12,3,State_27
District_93,2019,20,75,130,0,State_25
District_93,2019,27,87,141,1,State_25
District_93,2019,38,44,496,2,State_25
District_93,2019,38,75,25,3,State_25
District_94,2019,34,71,172,0,State_22
District_94,2019,38,50,330,1,State_22
District_94,2019,20,43,261,2,State_22
District_94,2019,26,55,145,3,State_22
District_95,2019,33,65,405,0,State_21
District_95,2019,32,61,8,1,State_21
District_95,2019,33,89,333,2,State_21
District_95,2019,28,53,27,3,State_21
District_96,2019,35,86,456,0,State_5
District_96,2019,34,40,415,1,State_5
District_96,2019,28,60,422,2,State_5
District_96,2019,30,74,60,3,State_5
District_97,2019,32,82,427,0,State_4
District_97,2019,39,48,478,1,State_4
District_97,2019,32,79,435,2,State_4
District_97,2019,24,48,280,3,State_4
District_98,2019,30,80,0,0,State_20
District_98,2019,37,88,466,1,State_20
District_98,2019,22,85,126,2,State_20
